LFQ intensity BvO325_ccpa_MG1363_1	LFQ intensity BvO326_ccpa_MG1363_2	LFQ intensity BvO327_ccpa_MG1363_3	LFQ intensity BvO328_ccpa_MG1363_4	LFQ intensity BvO329_wt_MG1363_1	LFQ intensity BvO330_wt_MG1363_2	LFQ intensity BvO331_wt_MG1363_3	LFQ intensity BvO332_wt_MG1363_4	Only identified by site	Reverse	Potential contaminant	FilteredRows	Protein names	Gene names	Gene names  (primary )	Gene names  (ordered locus )	Intramembrane	Transmembrane	id	Number of proteins	Peptides	Unique peptides	Sequence coverage    	Mol  weight  kDa 	Sequence length	Q value	Score	Intensity	iBAQ	iBAQ BvO325_ccpa_MG1363_1	iBAQ BvO326_ccpa_MG1363_2	iBAQ BvO327_ccpa_MG1363_3	iBAQ BvO328_ccpa_MG1363_4	iBAQ BvO329_wt_MG1363_1	iBAQ BvO330_wt_MG1363_2	iBAQ BvO331_wt_MG1363_3	iBAQ BvO332_wt_MG1363_4	Protein IDs	Majority protein IDs	Fasta headers
6.95705652236938	6.9253945350647	6.83251523971558	6.77749919891357	7.10057735443115	7.160888671875	7.08062648773193	7.0912446975708					Transcriptional regulator mtl operon mtlR	mtlR llmg_0023	mtlR	llmg_0023	0	0	15	1	7	7	14.1	74.549	644	0	56.556	58863000	1435700	213650	134050	169010	105380	219710	216190	256750	120940	A2RH95	A2RH95	tr|A2RH95|A2RH95_LACLM Transcriptional regulator mtl operon mtlR OS=Lactococcus lactis subsp. cremoris (strain MG1363) GN=mtlR PE=4 SV=1
7.64797925949097	7.57443618774414	7.70451068878174	7.59048509597778	7.94943380355835	7.92886686325073	7.9936785697937	8.02518272399902					PTS system, mannitol-specific IIA component (EC 2.7.1.69)	mtlF llmg_0024	mtlF	llmg_0024	0	0	16	1	6	6	53.1	15.914	143	0	32.349	391570000	43508000	5069900	2882800	4126600	2850600	5018200	6966800	10525000	6067700	A2RH96	A2RH96	tr|A2RH96|A2RH96_LACLM PTS system, mannitol-specific IIA component OS=Lactococcus lactis subsp. cremoris (strain MG1363) GN=mtlF PE=4 SV=1
NaN	NaN	NaN	NaN	7.2192964553833	7.28057813644409	7.19035959243774	7.10305070877075					Mannitol-1-phosphate 5-dehydrogenase (EC 1.1.1.17)	mtlD llmg_0025	mtlD	llmg_0025	0	0	17	1	5	5	12.4	43.946	388	0	20.686	45635000	2074300	14230	17563	39884	9094.9	530800	450690	732370	279660	A2RH97	A2RH97	sw|A2RH97|MTLD_LACLM Mannitol-1-phosphate 5-dehydrogenase OS=Lactococcus lactis subsp. cremoris (strain MG1363) GN=mtlD PE=3 SV=1
8.14388847351074	8.01199340820313	8.08955192565918	8.10934257507324	8.02787971496582	7.94212198257446	7.95624542236328	7.97662496566772					Aminotransferase (EC 2.6.1.-)	araT llmg_0066	araT	llmg_0066	0	0	21	1	16	16	45.5	43.219	391	0	136.05	643900000	30662000	6452900	4639700	5223200	4530400	2499000	2400700	3260800	1655500	A2RHD7	A2RHD7	tr|A2RHD7|A2RHD7_LACLM Aminotransferase OS=Lactococcus lactis subsp. cremoris (strain MG1363) GN=araT PE=3 SV=1
9.01233100891113	9.02836799621582	9.07918167114258	9.05377006530762	9.07437801361084	9.12054061889648	9.11233711242676	8.90919780731201					Dihydrolipoyl dehydrogenase (EC 1.8.1.4)	pdhD llmg_0071	pdhD	llmg_0071	0	0	22	1	22	22	63.8	49.865	472	0	106.63	6750000000	355420000	58225000	40726000	45464000	40485000	43358000	43910000	60918000	22333000	A2RHE1	A2RHE1	tr|A2RHE1|A2RHE1_LACLM Dihydrolipoyl dehydrogenase OS=Lactococcus lactis subsp. cremoris (strain MG1363) GN=pdhD PE=4 SV=1
9.17318630218506	9.12859344482422	9.14107322692871	9.13541889190674	9.20964908599854	9.20139694213867	9.25307178497314	9.18210029602051					Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex (EC 2.3.1.-)	pdhC llmg_0072	pdhC	llmg_0072	0	0	23	1	22	22	50	56.33	530	0	183.09	8943700000	388860000	62172000	47271000	46827000	36723000	43182000	44615000	64779000	43289000	A2RHE2	A2RHE2	tr|A2RHE2|A2RHE2_LACLM Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex OS=Lactococcus lactis subsp. cremoris (strain MG1363) GN=pdhC PE=3 SV=1
9.11537742614746	9.06152820587158	9.06239414215088	9.04952812194824	9.17446708679199	9.10380363464355	9.10476016998291	9.17461204528809					Pyruvate dehydrogenase E1 component beta subunit (EC 1.2.4.1)	pdhB llmg_0073	pdhB	llmg_0073	0	0	24	1	23	23	65.6	35.165	326	0	323.31	7440000000	437710000	68978000	52729000	55832000	42694000	52127000	49349000	72939000	43058000	A2RHE3	A2RHE3	tr|A2RHE3|A2RHE3_LACLM Pyruvate dehydrogenase E1 component beta subunit OS=Lactococcus lactis subsp. cremoris (strain MG1363) GN=pdhB PE=4 SV=1
8.92536926269531	8.88968849182129	8.82458114624023	8.80991649627686	8.79164123535156	8.85274791717529	8.86203575134277	8.85388088226318					Pyruvate dehydrogenase E1 component alpha subunit (EC 1.2.4.1)	pdhA llmg_0074	pdhA	llmg_0074	0	0	25	1	19	19	51.9	41.351	374	0	200.25	4264700000	250860000	50801000	29746000	34423000	27442000	20304000	29902000	39235000	19010000	A2RHE4	A2RHE4	tr|A2RHE4|A2RHE4_LACLM Pyruvate dehydrogenase E1 component alpha subunit OS=Lactococcus lactis subsp. cremoris (strain MG1363) GN=pdhA PE=4 SV=1
7.74404239654541	7.81180953979492	7.76822376251221	7.7542872428894	7.55096197128296	7.62555932998657	7.63633728027344	7.69547271728516					Lipoate--protein ligase (EC 6.3.1.20)	lplL llmg_0075	lplL	llmg_0075	0	0	26	1	9	9	29.4	37.783	333	0	41.22	298810000	17577000	3789700	2858600	2569500	1807700	1420700	1728500	1915000	1487500	A2RHE5	A2RHE5	tr|A2RHE5|A2RHE5_LACLM Lipoate--protein ligase OS=Lactococcus lactis subsp. cremoris (strain MG1363) GN=lplL PE=4 SV=1
7.64147424697876	7.62129068374634	7.65280675888062	7.64784240722656	7.63514184951782	7.62392091751099	7.63088512420654	7.63694906234741					Tryptophan--tRNA ligase (EC 6.1.1.2) (Tryptophanyl-tRNA synthetase) (TrpRS)	trpS llmg_0079	trpS	llmg_0079	0	0	28	1	10	10	34	38.119	341	0	38.524	254660000	13403000	2259000	1984600	1906700	1423200	1237400	1770800	2051400	770130	A2RHE9	A2RHE9	tr|A2RHE9|A2RHE9_LACLM Tryptophan--tRNA ligase OS=Lactococcus lactis subsp. cremoris (strain MG1363) GN=trpS PE=3 SV=1
7.50580072402954	7.3555474281311	7.52184391021729	7.52009010314941	7.56465435028076	7.38731861114502	7.27093505859375	7.36503839492798					Phosphate acyltransferase (EC 2.3.1.n2) (Acyl-ACP phosphotransacylase) (Acyl-[acyl-carrier-protein]--phosphate acyltransferase) (Phosphate-acyl-ACP acyltransferase)	plsX llmg_0083	plsX	llmg_0083	0	0	30	1	11	11	37.8	34.749	331	0	40.353	166480000	11098000	2152900	1656100	2163100	1278800	1009200	894380	1413100	530980	A2RHF3	A2RHF3	sw|A2RHF3|PLSX_LACLM Phosphate acyltransferase OS=Lactococcus lactis subsp. cremoris (strain MG1363) GN=plsX PE=3 SV=1
7.29503917694092	7.22783517837524	7.37988519668579	7.37812519073486	7.50847578048706	7.46465349197388	7.37615728378296	7.44379472732544					Putative hydrolase	llmg_0084		llmg_0084	0	0	31	1	10	10	47.4	30.331	270	0	44.394	152030000	10136000	1991700	1283500	1770300	1166000	749810	1354700	1281100	538630	A2RHF4	A2RHF4	tr|A2RHF4|A2RHF4_LACLM Putative hydrolase OS=Lactococcus lactis subsp. cremoris (strain MG1363) GN=llmg_0084 PE=4 SV=1
8.33917331695557	8.31001281738281	8.36261463165283	8.34824657440186	8.41489028930664	8.36904907226563	8.40708446502686	8.31020450592041					Putative ABC transporter ATP binding protein	llmg_0085		llmg_0085	0	0	32	1	22	22	49.4	61.518	545	0	252.04	1353500000	48339000	8153700	6575300	5951900	4538400	5372200	6200600	7734400	3812800	A2RHF5	A2RHF5	tr|A2RHF5|A2RHF5_LACLM Putative ABC transporter ATP binding protein OS=Lactococcus lactis subsp. cremoris (strain MG1363) GN=llmg_0085 PE=4 SV=1
6.32197093963623	NaN	6.43322563171387	6.37047624588013	NaN	6.32739973068237	NaN	6.46396780014038					O-acetylhomoserine sulfhydrylase (EC 2.5.1.49)	cysD llmg_0091	cysD	llmg_0091	0	0	33	1	2	2	5.6	46.278	426	0	4.4583	13708000	685410	106170	103880	114300	73335	63835	63414	88864	71619	A2RHG2	A2RHG2	tr|A2RHG2|A2RHG2_LACLM O-acetylhomoserine sulfhydrylase OS=Lactococcus lactis subsp. cremoris (strain MG1363) GN=cysD PE=3 SV=1
8.01515007019043	8.04000854492188	8.03917598724365	8.099853515625	8.12251091003418	8.03148937225342	8.01903343200684	8.0419454574585					Putative short-chain type dehydrogenase (EC 1.-.-.-)	llmg_0092		llmg_0092	0	0	34	1	7	7	37.9	30.822	277	0	145.8	642110000	49393000	7922700	6161900	1561000	5942100	7222400	6464400	8615000	5503300	A2RHG3	A2RHG3	tr|A2RHG3|A2RHG3_LACLM Putative short-chain type dehydrogenase OS=Lactococcus lactis subsp. cremoris (strain MG1363) GN=llmg_0092 PE=3 SV=1
8.00251197814941	7.96109819412231	7.98437404632568	7.88338327407837	7.9095025062561	7.96798276901245	7.9463586807251	7.81966876983643					Uncharacterized protein	llmg_0093		llmg_0093	0	0	35	1	7	7	70.3	16.597	155	0	30.911	540020000	67503000	14551000	8789700	9827200	5432500	5586600	7993500	12983000	2340100	A2RHG4	A2RHG4	tr|A2RHG4|A2RHG4_LACLM Uncharacterized protein OS=Lactococcus lactis subsp. cremoris (strain MG1363) GN=llmg_0093 PE=3 SV=1
8.84921073913574	8.64739227294922	8.66318225860596	8.67557716369629	8.57941818237305	8.69626903533936	8.75939559936523	8.45809364318848					50S ribosomal protein L33 1	rpmG1 llmg_0098	rpmG1	llmg_0098	0	0	36	1	6	6	75.5	5.997	49	0	37.945	2821700000	2821700000	617100000	369640000	364120000	315380000	254130000	367220000	343140000	190980000	A2RHG9	A2RHG9	sw|A2RHG9|RL331_LACLM 50S ribosomal protein L33 1 OS=Lactococcus lactis subsp. cremoris (strain MG1363) GN=rpmG1 PE=3 SV=1
6.80885219573975	6.74313354492188	6.76345062255859	NaN	NaN	NaN	6.77996444702148	NaN					Uncharacterized protein	llmg_0105		llmg_0105	0	0	40	1	2	2	13.5	17.856	155	0	33.655	24472000	6117900	1671100	1023400	913350	200950	327110	222630	1526300	233150	A2RHH6	A2RHH6	tr|A2RHH6|A2RHH6_LACLM Uncharacterized protein OS=Lactococcus lactis subsp. cremoris (strain MG1363) GN=llmg_0105 PE=4 SV=1
7.52882671356201	7.63023471832275	7.44446659088135	7.55970335006714	7.58280181884766	7.60159301757813	7.52322626113892	7.53341627120972					Similar to ABC transporter (ATP-binding protein)	llmg_0106		llmg_0106	0	0	41	1	13	13	35.4	58.304	517	0	52.129	218070000	10384000	2319900	1683100	1455800	1159800	779680	736150	1630800	619220	A2RHH7	A2RHH7	tr|A2RHH7|A2RHH7_LACLM Similar to ABC transporter (ATP-binding protein) OS=Lactococcus lactis subsp. cremoris (strain MG1363) GN=llmg_0106 PE=4 SV=1
6.98847436904907	7.10281085968018	6.97709703445435	6.95980930328369	6.80345726013184	7.02653312683105	7.04579210281372	7.13283586502075					Ribosomal protein L11 methyltransferase (L11 Mtase) (EC 2.1.1.-)	prmA llmg_0110	prmA	llmg_0110	0	0	43	1	5	5	21.8	34.818	317	0	15.136	62673000	5222800	884120	889540	677230	564790	211450	802880	1046500	146210	A2RHI1	A2RHI1	sw|A2RHI1|PRMA_LACLM Ribosomal protein L11 methyltransferase OS=Lactococcus lactis subsp. cremoris (strain MG1363) GN=prmA PE=3 SV=1
7.10680246353149	7.12228155136108	7.18369674682617	7.01544380187988	7.11273908615112	7.14578676223755	7.12326335906982	7.14482307434082					Ribosomal RNA small subunit methyltransferase E (EC 2.1.1.193)	llmg_0111		llmg_0111	0	0	44	1	4	4	19.2	27.74	250	0	8.0616	78642000	5242800	1019900	549800	794980	473540	530660	453530	1006900	413570	A2RHI2	A2RHI2	tr|A2RHI2|A2RHI2_LACLM Ribosomal RNA small subunit methyltransferase E OS=Lactococcus lactis subsp. cremoris (strain MG1363) GN=llmg_0111 PE=3 SV=1
6.23307228088379	6.31293869018555	6.33469486236572	6.42807006835938	6.74445724487305	6.48998641967773	6.3340311050415	6.51649570465088					Putative xylanase/chitin deacetylase	llmg_0112		llmg_0112	0	TRANSMEM 12 38 Helical. {ECO:0000256|SAM:Phobius}.	45	1	2	2	11	35.511	318	0	11.917	15201000	1013400	79776	87731	97433	125900	176480	180890	113000	152210	A2RHI3	A2RHI3	tr|A2RHI3|A2RHI3_LACLM Putative xylanase/chitin deacetylase OS=Lactococcus lactis subsp. cremoris (strain MG1363) GN=llmg_0112 PE=4 SV=1
7.60304689407349	7.53466033935547	7.47668695449829	7.50544834136963	7.57405424118042	7.62354898452759	7.80757570266724	7.61146831512451					GTP pyrophosphokinase (EC 2.7.6.5)	relA llmg_0113	relA	llmg_0113	0	0	46	1	17	17	26.5	83.853	740	0	43.084	244310000	5816900	1203900	767090	678350	554710	333690	616290	1318200	344640	A2RHI4	A2RHI4	tr|A2RHI4|A2RHI4_LACLM GTP pyrophosphokinase OS=Lactococcus lactis subsp. cremoris (strain MG1363) GN=relA PE=3 SV=1
6.64509773254395	6.71280097961426	6.63224458694458	6.66429424285889	6.709303855896	NaN	6.67789888381958	NaN					Glycosyl transferase, family 2 (EC 2.4.1.-)	llmg_0114		llmg_0114	0	TRANSMEM 229 250 Helical. {ECO:0000256|SAM:Phobius}.;TRANSMEM 262 288 Helical. {ECO:0000256|SAM:Phobius}.	47	1	2	2	7.1	35.471	311	0	4.8103	23596000	1966300	314320	330480	300730	272500	241550	78264	321390	107080	A2RHI5	A2RHI5	tr|A2RHI5|A2RHI5_LACLM Glycosyl transferase, family 2 OS=Lactococcus lactis subsp. cremoris (strain MG1363) GN=llmg_0114 PE=4 SV=1
7.49688816070557	7.45146417617798	7.45537805557251	7.41858291625977	7.42129135131836	7.41552400588989	7.57609939575195	7.38467597961426					Putative amino-acid transporter	ctrA llmg_0118	ctrA	llmg_0118	0	TRANSMEM 151 169 Helical. {ECO:0000256|SAM:Phobius}.;TRANSMEM 181 201 Helical. {ECO:0000256|SAM:Phobius}.;TRANSMEM 221 239 Helical. {ECO:0000256|SAM:Phobius}.;TRANSMEM 260 281 Helical. {ECO:0000256|SAM:Phobius}.;TRANSMEM 28 46 Helical. {ECO:0000256|SAM:Phobius}.;TRANSMEM 309 334 Helical. {ECO:0000256|SAM:Phobius}.;TRANSMEM 354 373 Helical. {ECO:0000256|SAM:Phobius}.;TRANSMEM 379 398 Helical. {ECO:0000256|SAM:Phobius}.;TRANSMEM 418 436 Helical. {ECO:0000256|SAM:Phobius}.;TRANSMEM 442 458 Helical. {ECO:0000256|SAM:Phobius}.;TRANSMEM 58 76 Helical. {ECO:0000256|SAM:Phobius}.;TRANSMEM 88 105 Helical. {ECO:0000256|SAM:Phobius}.	50	1	4	4	4.5	49.58	465	0	8.8229	175630000	15966000	3044200	2055900	2419300	1576700	1263300	1778200	3581300	247370	A2RHI9	A2RHI9	tr|A2RHI9|A2RHI9_LACLM Putative amino-acid transporter OS=Lactococcus lactis subsp. cremoris (strain MG1363) GN=ctrA PE=4 SV=1
7.12381887435913	7.08664464950562	7.13570499420166	7.18867540359497	7.0588812828064	7.20430994033813	7.12865781784058	7.04076051712036					Putative Acyltransferase (EC 2.3.1.51)	llmg_0119		llmg_0119	0	TRANSMEM 16 33 Helical. {ECO:0000256|SAM:Phobius}.	51	1	5	5	23.6	25.538	220	0	6.8774	76807000	5486200	828740	564280	477160	605920	582690	885730	1051600	490030	A2RHJ0	A2RHJ0	tr|A2RHJ0|A2RHJ0_LACLM Putative Acyltransferase OS=Lactococcus lactis subsp. cremoris (strain MG1363) GN=llmg_0119 PE=4 SV=1
8.19223308563232	8.15149211883545	8.18132877349854	8.20623207092285	8.17023277282715	8.25645351409912	8.28191947937012	8.05823612213135					Protein translocase subunit SecA	secA llmg_0124	secA	llmg_0124	0	0	52	1	23	23	32.5	98.005	865	0	139.42	898390000	19964000	3423300	2786500	2599500	2323700	2340900	2188000	2550900	1751400	A2RHJ5	A2RHJ5	sw|A2RHJ5|SECA_LACLM Protein translocase subunit SecA OS=Lactococcus lactis subsp. cremoris (strain MG1363) GN=secA PE=3 SV=1
8.06209278106689	7.98583030700684	7.99979591369629	7.91797780990601	7.95095348358154	7.94456672668457	8.11710548400879	8.01565265655518					Phospho-2-dehydro-3-deoxyheptonate aldolase (EC 2.5.1.54) (3-deoxy-D-arabino-heptulosonate 7-phosphate synthase) (DAHP synthase) (Phospho-2-keto-3-deoxyheptonate aldolase)	aroF llmg_0125	aroF	llmg_0125	0	0	53	1	12	10	50.7	39.252	345	0	61.556	611840000	35991000	6330300	4626800	4682900	2661300	4014400	3525000	8103100	2047000	A2RHJ6	A2RHJ6	tr|A2RHJ6|A2RHJ6_LACLM Phospho-2-dehydro-3-deoxyheptonate aldolase OS=Lactococcus lactis subsp. cremoris (strain MG1363) GN=aroF PE=3 SV=1
8.5366849899292	8.35543251037598	8.38327693939209	8.60906028747559	8.60224437713623	8.57234859466553	8.48747730255127	8.38228702545166					Phosphocarrier protein HPr	ptsH llmg_0126	ptsH	llmg_0126	0	0	54	1	4	4	40.9	9.1263	88	0	18.434	1888200000	629400000	99559000	90968000	92446000	73812000	63826000	81425000	78040000	49323000	A2RHJ7	A2RHJ7	tr|A2RHJ7|A2RHJ7_LACLM Phosphocarrier protein HPr OS=Lactococcus lactis subsp. cremoris (strain MG1363) GN=ptsH PE=4 SV=1
8.89626121520996	8.88847160339355	8.88196659088135	8.85398960113525	8.92397403717041	8.95953273773193	9.01313209533691	8.91003131866455					Phosphoenolpyruvate-protein phosphotransferase (EC 2.7.3.9) (Phosphotransferase system, enzyme I)	ptsI llmg_0127	ptsI	llmg_0127	0	0	55	1	30	30	53.2	62.576	575	0	323.31	5193600000	173120000	25206000	20970000	21597000	16323000	18775000	22557000	28523000	19169000	A2RHJ8	A2RHJ8	tr|A2RHJ8|A2RHJ8_LACLM Phosphoenolpyruvate-protein phosphotransferase OS=Lactococcus lactis subsp. cremoris (strain MG1363) GN=ptsI PE=3 SV=1
7.63138294219971	7.46487665176392	7.54620933532715	7.23258972167969	7.12486267089844	7.0868935585022	7.53653335571289	7.22112703323364					Nucleoid-associated protein llmg_0128	llmg_0128		llmg_0128	0	0	56	1	4	4	74.7	11.094	99	0	66.454	165700000	55233000	17074000	8634000	8829700	2677900	3756200	3315700	8492200	2453900	A2RHJ9	A2RHJ9	sw|A2RHJ9|Y128_LACLM Nucleoid-associated protein llmg_0128 OS=Lactococcus lactis subsp. cremoris (strain MG1363) GN=llmg_0128 PE=3 SV=1
7.27802133560181	8.14482307434082	7.92099952697754	7.89861011505127	6.4256157875061	6.32633590698242	6.33465480804443	6.60539102554321					Argininosuccinate lyase (ASAL) (EC 4.3.2.1) (Arginosuccinase)	argH llmg_0139	argH	llmg_0139	0	0	58	1	6	6	16.1	51.866	459	0	103.45	254980000	12142000	2826600	3989400	2479500	1983900	181670	205850	289880	184950	A2RHL0	A2RHL0	sw|A2RHL0|ARLY_LACLM Argininosuccinate lyase OS=Lactococcus lactis subsp. cremoris (strain MG1363) GN=argH PE=3 SV=1
6.67789888381958	6.72154664993286	6.67989110946655	6.80388689041138	6.66332387924194	6.74619817733765	6.78164052963257	NaN					Ribonuclease P protein component (RNase P protein) (RNaseP protein) (EC 3.1.26.5) (Protein C5)	rnpA llmg_0142	rnpA	llmg_0142	0	0	59	1	3	3	20.5	13.688	117	0	8.7877	28035000	3504400	477580	454180	423530	451130	315670	601470	780850	0	A2RHL3	A2RHL3	sw|A2RHL3|RNPA_LACLM Ribonuclease P protein component OS=Lactococcus lactis subsp. cremoris (strain MG1363) GN=rnpA PE=3 SV=1
7.63181924819946	7.53431797027588	7.6459527015686	7.62542581558228	7.71310377120972	7.74507474899292	7.6331148147583	7.65547466278076					Membrane protein insertase YidC (Foldase YidC) (Membrane integrase YidC) (Membrane protein YidC)	yidC llmg_0143	yidC	llmg_0143	0	TRANSMEM 167 185 Helical. {ECO:0000256|HAMAP-Rule:MF_01811}.;TRANSMEM 197 223 Helical. {ECO:0000256|HAMAP-Rule:MF_01811}.;TRANSMEM 47 73 Helical. {ECO:0000256|HAMAP-Rule:MF_01811}.	60	1	5	5	10.4	30.307	269	0	13.776	295230000	32803000	5973500	3940400	4403100	4064800	4048000	4683300	3216800	2473200	A2RHL4	A2RHL4	tr|A2RHL4|A2RHL4_LACLM Membrane protein insertase YidC OS=Lactococcus lactis subsp. cremoris (strain MG1363) GN=yidC PE=3 SV=1
8.26728916168213	8.27524185180664	8.30828666687012	8.32496070861816	8.41650772094727	8.3711051940918	8.35183525085449	8.23256397247314					Uncharacterized protein	llmg_0144		llmg_0144	0	0	61	1	22	22	70.1	33.76	304	0	205.14	1245700000	65564000	11118000	7341700	8447500	6971900	5391800	7906300	13419000	4968200	A2RHL5	A2RHL5	tr|A2RHL5|A2RHL5_LACLM Uncharacterized protein OS=Lactococcus lactis subsp. cremoris (strain MG1363) GN=llmg_0144 PE=4 SV=1
